industry_sector,consumption_unit,energy_consumed,emissions_co2eq,fuel_description,fuel_type,financial_year_start_date
Chemicals & fertilisers,K. litre,0.01457001176,42426.09375,"Motor spirit (gasolene), including aviation spirit n.e.c",petroleum fuels,2014-01-01 00:00:00+05:30
Iron and Steel,tonne,0.01334116049,43372.22266,Furnace oil,petroleum fuels,2005-01-01 00:00:00+05:30
Non-Ferrous Metals,tonne,0.001657370594,6782.880859,Petroleum coke calcined,petroleum fuels,2009-01-01 00:00:00+05:30
Chemicals & fertilisers,k. litres,0.005925897975,18446.39453,Diesel,petroleum fuels,2009-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.04766426235,195068.625,Petroleum coke,petroleum fuels,2013-01-01 00:00:00+05:30
Transport Equipment,tonne,0.0001476690813,604.3438721,Petroleum coke,petroleum fuels,2006-01-01 00:00:00+05:30
Chemicals & fertilisers,Cubic meter,2.171288499e-06,5.1046381,Gas consumed,Natural gas,2015-01-01 00:00:00+05:30
Iron and Steel,tonne,0.009894941002,32168.53516,Furnace oil,petroleum fuels,2007-01-01 00:00:00+05:30
Non-Metallic Minerals,K.litres,6.824965567e-06,22.18802071,Fuel oils n.e.c,petroleum fuels,2011-01-01 00:00:00+05:30
Non-Metallic Minerals,k. litres,0.001087561483,3285.234131,Kerosene,petroleum fuels,2006-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.01159886364,37708.0,Fuel oils n.e.c,petroleum fuels,2013-01-01 00:00:00+05:30
Chemicals & fertilisers,tonne,1.256830046e-06,5.14364624,Petroleum coke calcined,petroleum fuels,2008-01-01 00:00:00+05:30
Transport Equipment,K. litre,0.003084209049,8980.838867,"Fuel, aviation turbine",petroleum fuels,2015-01-01 00:00:00+05:30
"Pulp, Paper and Print",tonne,0.1034100597,418998.7188,Coal consumed,Coal and Lignite,2005-01-01 00:00:00+05:30
Machinery,tonne,0.01221645623,49996.52344,Petroleum coke,petroleum fuels,2006-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,1.926820005e-06,5.820411682,Kerosene,petroleum fuels,2013-01-01 00:00:00+05:30
Transport Equipment,K. litre,0.0007727561169,2405.469238,Diesel,petroleum fuels,2017-01-01 00:00:00+05:30
Wood and wood products,K. litre,0.005204127636,16199.6377,Diesel,petroleum fuels,2016-01-01 00:00:00+05:30
Machinery,Kwatt,0.05069547233,577796.75,Electricity purchased,Forms of energy,2017-01-01 00:00:00+05:30
Textile and Leather,tonne,6.534659769e-05,267.4345398,Petroleum coke calcined,petroleum fuels,2006-01-01 00:00:00+05:30
Transport Equipment,K. Watt,0.0,0.0,Electricity own generated,Forms of energy,2011-01-01 00:00:00+05:30
Non-Ferrous Metals,kwh,0.001484000473,16395.98438,Electricity purchased,Forms of energy,2009-01-01 00:00:00+05:30
Transport Equipment,tonne,0.0004013955768,1642.733521,Petroleum coke calcined,petroleum fuels,2007-01-01 00:00:00+05:30
Non-specified Industry,K. Watt,0.09815642456,1130143.875,Electricity purchased,Forms of energy,2012-01-01 00:00:00+05:30
Non-Metallic Minerals,k. litres,0.0004555777705,1376.179443,Kerosene,petroleum fuels,2005-01-01 00:00:00+05:30
Non-Ferrous Metals,K. litre,0.001070290338,3479.522705,Fuel oils n.e.c,petroleum fuels,2013-01-01 00:00:00+05:30
Machinery,Litre,0.01665175706,54135.00391,Furnace oil,petroleum fuels,2013-01-01 00:00:00+05:30
Machinery,tonne,0.002471301006,10013.26172,Coal consumed,Coal and Lignite,2007-01-01 00:00:00+05:30
Wood and wood products,K. Watt,0.0,0.0,Electricity own generated,Forms of energy,2013-01-01 00:00:00+05:30
"Pulp, Paper and Print",Cubic meter,0.0003585933728,842.5775146,Gas consumed,Natural gas,2008-01-01 00:00:00+05:30
Textile and Leather,Tonne,0.0006885929033,2818.104492,Petroleum coke,petroleum fuels,2010-01-01 00:00:00+05:30
Non-Ferrous Metals,tonne,0.0003901078599,1596.537964,Petroleum coke,petroleum fuels,2008-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",tonne,0.01015388725,41141.69922,Coal consumed,Coal and Lignite,2008-01-01 00:00:00+05:30
Wood and wood products,kwh,0.0,0.0,Electricity own generated,Forms of energy,2005-01-01 00:00:00+05:30
Chemicals & fertilisers,Tonne,3.07633527e-05,104.5675659,Tar from Coal or Lignite,Coal & Lignite Products,2010-01-01 00:00:00+05:30
Textile and Leather,tonne,6.706809654e-05,218.0389252,Furnace oil,petroleum fuels,2004-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,1.024770427e-05,33.31537247,Furnace oil,petroleum fuels,2007-01-01 00:00:00+05:30
Textile and Leather,tonne,0.0001089631551,445.9377441,Petroleum coke calcined,petroleum fuels,2009-01-01 00:00:00+05:30
Chemicals & fertilisers,k. litres,0.003871588968,12051.65234,Diesel,petroleum fuels,2006-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.006116306409,25031.32031,Petroleum coke calcined,petroleum fuels,2012-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",K.litres,0.01197905652,34881.54688,Spirit type (gasolene type) jet fuel,petroleum fuels,2012-01-01 00:00:00+05:30
Iron and Steel,tonne,0.002813214436,11513.23535,Petroleum coke calcined,petroleum fuels,2005-01-01 00:00:00+05:30
Manufacture of Solid Fuels,Tonne,0.0009995638393,4090.77002,Petroleum coke,petroleum fuels,2016-01-01 00:00:00+05:30
Non-Metallic Minerals,K.litres,2.060321094e-05,64.13457489,Diesel,petroleum fuels,2010-01-01 00:00:00+05:30
Non-Metallic Minerals,K.litres,0.0002638394362,812.4538574,Light petroleum oil,petroleum fuels,2011-01-01 00:00:00+05:30
Textile and Leather,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2017-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,0.0001363675983,410.2174683,Superior kerosene,petroleum fuels,2013-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",Litres,0.006774887908,22025.2168,Furnace oil,petroleum fuels,2012-01-01 00:00:00+05:30
Iron and Steel,tonne,0.0002890795004,1183.07373,Petroleum coke,petroleum fuels,2007-01-01 00:00:00+05:30
Non-Ferrous Metals,Kwatt,0.00126279044,14098.80664,Electricity purchased,Forms of energy,2010-01-01 00:00:00+05:30
"Pulp, Paper and Print",kwh,0.0,0.0,Electricity own generated,Forms of energy,2008-01-01 00:00:00+05:30
Transport Equipment,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2015-01-01 00:00:00+05:30
Manufacture of Solid Fuels,Cubic meter,5.847509144e-09,0.01374732982,Gas consumed,Natural gas,2016-01-01 00:00:00+05:30
Non-specified Industry,Litre,0.005047765095,16410.32617,Furnace oil,Petroleum fuels,2017-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.0005283021019,1644.521973,Diesel,petroleum fuels,2014-01-01 00:00:00+05:30
Wood and wood products,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2017-01-01 00:00:00+05:30
Chemicals & fertilisers,tonne,1.003490183e-06,4.106838703,Petroleum coke calcined,petroleum fuels,2006-01-01 00:00:00+05:30
Textile and Leather,Tonne,0.0008062113193,3299.464111,Petroleum coke,petroleum fuels,2012-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,1.402736842e-07,0.5740778446,Petroleum coke calcined,petroleum fuels,2015-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,0.0001042356962,410.9679871,Coal,Coal,2005-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,0.0511520952,209342.7813,Petroleum coke,petroleum fuels,2007-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.0004503139644,1386.674194,Light petroleum oil,petroleum fuels,2015-01-01 00:00:00+05:30
Non-Metallic Minerals,K.litres,4.488554623e-06,13.97216892,High speed diesel,petroleum fuels,2012-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",Tonne,0.1921964437,591840.0625,Shale Oil,Petroleum fuels,2013-01-01 00:00:00+05:30
Non-specified Industry,Cubic meter,2.383181297e-07,0.5602792501,Gas consumed,Natural gas,2016-01-01 00:00:00+05:30
Machinery,K. litre,0.0001359060843,423.0544434,High speed diesel,petroleum fuels,2015-01-01 00:00:00+05:30
Chemicals & fertilisers,Kwatt,0.09619826547,1096410.375,Electricity purchased,Forms of energy,2016-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,0.00934552867,38247.08984,Petroleum coke,petroleum fuels,2005-01-01 00:00:00+05:30
Textile and Leather,K. litre,6.432579539e-05,209.123703,Fuel oils n.e.c,petroleum fuels,2013-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",kwh,0.0,0.0,Electricity own generated,Forms of energy,2007-01-01 00:00:00+05:30
Iron and Steel,Tonne,0.007296522672,29564.17773,Coal consumed,Coal and Lignite,2013-01-01 00:00:00+05:30
Chemicals & fertilisers,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2016-01-01 00:00:00+05:30
Non-specified Industry,kwh,0.02784785481,327109.3438,Electricity purchased,Forms of energy,2008-01-01 00:00:00+05:30
Non-Metallic Minerals,K.litres,1.313965736e-08,0.03969141468,Kerosene n.e.c,petroleum fuels,2011-01-01 00:00:00+05:30
Non-Ferrous Metals,K.litres,6.338915682e-06,19.73205376,Diesel,petroleum fuels,2010-01-01 00:00:00+05:30
Chemicals & fertilisers,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2010-01-01 00:00:00+05:30
Chemicals & fertilisers,Litre,0.003170356154,10306.85547,Furnace oil,petroleum fuels,2013-01-01 00:00:00+05:30
"Pulp, Paper and Print",K. litre,0.0006517958245,2007.1073,"Medium petroleum oil, n.e.c.",petroleum fuels,2014-01-01 00:00:00+05:30
Machinery,tonne,0.02017511806,81745.89844,Coal consumed,Coal and Lignite,2004-01-01 00:00:00+05:30
Chemicals & fertilisers,Tonne,0.005525184795,22612.125,Petroleum coke,petroleum fuels,2015-01-01 00:00:00+05:30
Chemicals & fertilisers,K.litres,7.090925646e-05,206.4790802,Spirit type (gasolene type) jet fuel,petroleum fuels,2010-01-01 00:00:00+05:30
Textile and Leather,Tonne,0.0003552479611,1595.170288,Petroleum products obtained from bitumen n.e.c.,petroleum fuels,2016-01-01 00:00:00+05:30
Non-Metallic Minerals,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2017-01-01 00:00:00+05:30
Non-specified Industry,Tonne,0.001529166721,6195.904785,Coal consumed,Coal and Lignite,2013-01-01 00:00:00+05:30
Non-Ferrous Metals,tonne,0.0001213968499,394.6621704,Furnace oil,petroleum fuels,2008-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,2.106885631e-06,6.364341736,Kerosene n.e.c,petroleum fuels,2015-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.0003113615094,1274.26416,Petroleum coke,petroleum fuels,2012-01-01 00:00:00+05:30
Chemicals & fertilisers,k. litres,0.00621254649,18766.45508,Kerosene,petroleum fuels,2009-01-01 00:00:00+05:30
Non-Ferrous Metals,Tonne,0.0001016253664,415.9074097,Petroleum coke calcined,petroleum fuels,2011-01-01 00:00:00+05:30
Transport Equipment,K.litres,0.006210729945,18084.88672,"Fuel, aviation turbine",petroleum fuels,2011-01-01 00:00:00+05:30
Iron and Steel,Kwatt,0.0921541519,1028882.938,Electricity purchased,Forms of energy,2010-01-01 00:00:00+05:30
Machinery,k. litres,0.003449930577,10739.09473,Diesel,petroleum fuels,2009-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.0008218227304,3307.052002,Coal,Coal,2015-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",Kg,0.005663266405,14973.94824,Liquidified petroleum gas (LPG),Petroleum fuels,2014-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,0.002544860406,10311.31055,Coal consumed,Coal and Lignite,2009-01-01 00:00:00+05:30
Chemicals & fertilisers,K.litres,0.00762628857,24793.12891,Fuel oils n.e.c,petroleum fuels,2010-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.08794993162,359939.9063,Petroleum coke,petroleum fuels,2010-01-01 00:00:00+05:30
Construction,K. Watt,7.729318895e-06,88.09416199,Electricity purchased,Forms of energy,2013-01-01 00:00:00+05:30
Chemicals & fertilisers,Tonne,9.739029338e-05,331.0388794,"Other coal tar oil pitch products, n.e.c.",Coal and Lignite,2015-01-01 00:00:00+05:30
Machinery,K. litre,8.244947821e-05,268.0439758,Fuel oils n.e.c,petroleum fuels,2015-01-01 00:00:00+05:30
Transport Equipment,Cubic meter,1.076604799e-05,25.31067657,Gas consumed,Natural gas,2016-01-01 00:00:00+05:30
Manufacture of Solid Fuels,Kwatt,0.002264425391,25808.56836,Electricity purchased,Forms of energy,2016-01-01 00:00:00+05:30
Machinery,Tonne,6.563265924e-05,268.6052856,Petroleum coke,petroleum fuels,2015-01-01 00:00:00+05:30
Non-specified Industry,Litre,1.160412012e-06,3.77250886,Furnace oil,petroleum fuels,2017-01-01 00:00:00+05:30
Wood and wood products,Litres,0.001638867543,5327.972168,Furnace oil,petroleum fuels,2012-01-01 00:00:00+05:30
Iron and Steel,Cubic meter,2.619055254e-06,6.157325268,Gas consumed,Natural gas,2010-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,2.09584905e-05,63.31003571,Kerosene,petroleum fuels,2014-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.001112308586,4982.818848,"Briquettes, coal, coal dust",Coal,2017-01-01 00:00:00+05:30
Chemicals & fertilisers,k. litres,0.004642433021,14023.55859,Kerosene,petroleum fuels,2008-01-01 00:00:00+05:30
Iron and Steel,K.litres,1.273765702e-05,39.65033722,Diesel,petroleum fuels,2010-01-01 00:00:00+05:30
Iron and Steel,Litres,0.03034370951,98647.64844,Furnace oil,petroleum fuels,2011-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",Cubic meter,5.959758834e-06,14.01122475,Gas consumed,Natural gas,2014-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",K.litres,0.02467471734,71849.75781,Spirit type (gasolene type) jet fuel,petroleum fuels,2011-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,8.736111567e-07,2.719415188,Gas oils,petroleum fuels,2014-01-01 00:00:00+05:30
Textile and Leather,Cubic meter,1.419379947e-09,0.003336922266,Gas consumed,Natural gas,2014-01-01 00:00:00+05:30
Machinery,K.litres,0.0002008543524,625.2282104,Diesel,petroleum fuels,2011-01-01 00:00:00+05:30
"Pulp, Paper and Print",K. litre,0.004984430503,15348.80371,"Medium petroleum oil, n.e.c.",petroleum fuels,2015-01-01 00:00:00+05:30
Chemicals & fertilisers,Litre,0.005709222052,18560.72852,Furnace oil,petroleum fuels,2015-01-01 00:00:00+05:30
Transport Equipment,tonne,0.001114875427,3624.469482,Furnace oil,petroleum fuels,2009-01-01 00:00:00+05:30
"Pulp, Paper and Print",Cubic meter,1.132414273e-09,0.002662274055,Gas consumed,Natural gas,2017-01-01 00:00:00+05:30
Chemicals & fertilisers,tonne,8.765070379e-05,358.715332,Petroleum coke,petroleum fuels,2008-01-01 00:00:00+05:30
Transport Equipment,K.litres,0.006823741831,19869.90039,"Fuel, aviation turbine",petroleum fuels,2012-01-01 00:00:00+05:30
Non-Metallic Minerals,K. Watt,0.008953255776,102043.8672,Electricity purchased,Forms of energy,2013-01-01 00:00:00+05:30
Iron and Steel,K. Watt,0.0,0.0,Electricity own generated,Forms of energy,2011-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.003104904659,12580.50781,Coal consumed,Coal and Lignite,2010-01-01 00:00:00+05:30
Iron and Steel,tonne,0.001095823594,4484.71875,Petroleum coke calcined,petroleum fuels,2004-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",kwh,0.0203445193,224776.4844,Electricity purchased,Forms of energy,2009-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.0004833891289,1504.714966,Diesel,petroleum fuels,2015-01-01 00:00:00+05:30
Non-Ferrous Metals,Cubic meter,2.047701599e-07,0.4814088643,Gas consumed,Natural gas,2015-01-01 00:00:00+05:30
"Pulp, Paper and Print",tonne,0.1489305044,603439.25,Coal consumed,Coal and Lignite,2007-01-01 00:00:00+05:30
Chemicals & fertilisers,K.litres,3.900082035e-08,0.1214034557,Gas oils,petroleum fuels,2010-01-01 00:00:00+05:30
Wood and wood products,Tonne,0.001332935179,5455.110352,Petroleum coke,petroleum fuels,2013-01-01 00:00:00+05:30
Iron and Steel,tonne,6.60074511e-05,295.6941528,Coke soft,Coal & Lignite Products,2007-01-01 00:00:00+05:30
Non-Ferrous Metals,tonne,6.672354357e-05,273.0697632,Petroleum coke calcined,petroleum fuels,2007-01-01 00:00:00+05:30
Non-Ferrous Metals,Cubic meter,4.487775414e-07,1.055063367,Gas consumed,Natural gas,2014-01-01 00:00:00+05:30
Iron and Steel,Tonne,0.005594936199,22897.58398,Petroleum coke,petroleum fuels,2012-01-01 00:00:00+05:30
Transport Equipment,kwh,2.386089182e-05,283.0523071,Electricity purchased,Forms of energy,2004-01-01 00:00:00+05:30
Machinery,K.litres,0.002553337719,8300.921875,Fuel oils n.e.c,petroleum fuels,2012-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",Litre,0.007374421693,23974.30664,Furnace oil,Petroleum fuels,2014-01-01 00:00:00+05:30
Iron and Steel,Tonne,0.009715932887,39367.18359,Coal consumed,Coal and Lignite,2012-01-01 00:00:00+05:30
Chemicals & fertilisers,Tonne,0.003209978924,13006.24902,Coal consumed,Coal and Lignite,2016-01-01 00:00:00+05:30
Iron and Steel,Tonne,0.01498464681,61325.49609,Petroleum coke calcined,petroleum fuels,2017-01-01 00:00:00+05:30
Manufacture of Solid Fuels,Cubic meter,7.476713137e-10,0.001757754246,Gas consumed,Natural gas,2017-01-01 00:00:00+05:30
Textile and Leather,K. litre,0.0001042926015,324.6465759,Diesel,petroleum fuels,2016-01-01 00:00:00+05:30
Textile and Leather,Tonne,0.0002111936919,864.3218384,Petroleum coke calcined,petroleum fuels,2011-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",cubic meter,0.0002889440511,679.2993774,natural gas,Natural gas,2004-01-01 00:00:00+05:30
Textile and Leather,k. litres,0.0001581752585,492.3748474,High speed diesel,petroleum fuels,2005-01-01 00:00:00+05:30
Machinery,Kg,5.801981388e-05,136.4029388,"Gas, n.e.c",All gases,2016-01-01 00:00:00+05:30
Manufacture of Solid Fuels,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2010-01-01 00:00:00+05:30
Transport Equipment,tonne,1.232366685e-06,4.006434441,Furnace oil,petroleum fuels,2004-01-01 00:00:00+05:30
Non-Metallic Minerals,k. litres,1.886400787e-05,58.72071075,Diesel,petroleum fuels,2004-01-01 00:00:00+05:30
"Pulp, Paper and Print",Kwatt,0.03520922088,401293.6875,Electricity purchased,Forms of energy,2017-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,0.0008064198191,2510.259033,High speed diesel,petroleum fuels,2017-01-01 00:00:00+05:30
Transport Equipment,kwh,0.0008786539548,10423.12305,Electricity purchased,Forms of energy,2006-01-01 00:00:00+05:30
Wood and wood products,Tonne,0.002883791225,11802.07422,Petroleum coke,petroleum fuels,2011-01-01 00:00:00+05:30
Transport Equipment,Tonne,0.004613511264,18881.04883,Petroleum coke,petroleum fuels,2015-01-01 00:00:00+05:30
Non-Ferrous Metals,Litres,0.0007025127998,2283.874756,Furnace oil,petroleum fuels,2011-01-01 00:00:00+05:30
Non-Metallic Minerals,K.litres,7.416568906e-07,2.240348577,Kerosene,petroleum fuels,2012-01-01 00:00:00+05:30
Chemicals & fertilisers,K.litres,0.0003616829053,1125.862427,Diesel,petroleum fuels,2010-01-01 00:00:00+05:30
Machinery,Tonne,0.00788357947,31784.39063,Coal compressed (middlings),Coal,2013-01-01 00:00:00+05:30
Chemicals & fertilisers,Litres,0.003690767568,11998.71582,Furnace oil,petroleum fuels,2012-01-01 00:00:00+05:30
Non-Ferrous Metals,Tonne,4.01264586e-08,0.1642197371,Petroleum coke,petroleum fuels,2011-01-01 00:00:00+05:30
Non-specified Industry,K. Watt,0.0,0.0,Electricity own generated,Forms of energy,2012-01-01 00:00:00+05:30
Iron and Steel,K. Watt,0.0,0.0,Electricity own generated,Forms of energy,2013-01-01 00:00:00+05:30
Machinery,Tonne,0.0004158790107,1702.00769,Petroleum coke calcined,petroleum fuels,2015-01-01 00:00:00+05:30
Iron and Steel,K.litres,6.769245374e-05,220.0687256,Fuel oils n.e.c,petroleum fuels,2012-01-01 00:00:00+05:30
Non-Ferrous Metals,tonne,7.628840831e-05,312.2145081,Petroleum coke calcined,petroleum fuels,2007-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,3.944413038e-06,12.82332039,Furnace oil,petroleum fuels,2006-01-01 00:00:00+05:30
Machinery,Litre,0.0008524101577,2771.192627,Furnace oil,Petroleum fuels,2016-01-01 00:00:00+05:30
